,Source,Target,Weight
34071,육아휴직후,첫째,2
34072,육아휴직후,도움,2
34073,혜택,시간,1
34074,혜택,맞벌이,1
34075,혜택,연봉,1
34076,혜택,출퇴근,1
34077,혜택,2달,2
34078,혜택,실업급여,2
34079,혜택,한달,2
34080,혜택,돈,1
34081,혜택,마음,1
34082,혜택,이해,2
34083,시간,연봉,1
34084,시간,금액,1
34085,시간,이해,2
34086,스트레스,맞벌이,1
34087,스트레스,신랑,1
34088,스트레스,이상,1
34089,스트레스,경우,1
34090,스트레스,이해,2
34091,맞벌이,연차,1
34092,맞벌이,2달,1
34093,맞벌이,금액,2
34094,맞벌이,계산,1
34095,맞벌이,올해,3
34096,맞벌이,이해,1
34097,맞벌이,도움,1
34098,연봉,출퇴근,1
34099,연봉,2달,1
34100,연봉,둘째,1
34101,연봉,신랑,1
34102,연봉,경우,1
34103,연봉,초등학교,1
34104,출퇴근,2달,1
34105,출퇴근,이후,1
34106,출퇴근,초등학교,1
34107,2달,이상,1
34108,2달,금액,1
34109,2달,돈,1
34110,2달,이해,1
34111,2달,첫째,2
34112,이상,이해,1
34113,경우,돈,5
34114,금액,초등학교,2
34115,주변,뒤,1
34116,그것,포함해서,1
34117,그것,자녀,1
34118,포함해서,연말정산,1
34119,포함해서,월급,1
34120,포함해서,작년,1
34121,포함해서,자녀,1
34122,작년,자녀,1
34123,연말정산,신청서,1
34124,28일,소득,1
34125,답변,입사,1
34126,한달,소득,1
34127,소득,입사,1
34128,연말,출휴,1
34129,제도,경력,1
34130,제도,얘기,1
34131,경력,이유,1
34132,경력,댓글,1
34133,경력,맘,1
34134,사람,24년,1
34135,사람,아래,1
34136,24년,육아휴직시,1
34137,24년,시행,1
34138,육아휴직시,10개월,1
34139,육아휴직시,시행,2
34140,아래,무급휴직,2
34141,아래,시행,1
34142,무급휴직,적용,1
34143,부부,10개월,1
34144,글,부모,1
34145,맞벌이,고용노동부,1
34146,전환,90,1
34147,자료,확인,1
34148,초,휴직기간,1
34149,휴직기간,연말정산,1
34150,휴직기간,22년,3
34151,둘째,연말정산,1
34152,남편,정산,1
34153,맞벌이,정산,2
34154,맞벌이,확인,1
34155,정산,이상,1
34156,정산,경우,1
34157,정산,확인,1
34158,임신중,연말정산,1
34159,임신중,소득,1
34160,임신중,이상,2
34161,소득,이상,2
34162,3개월,자료,1
34163,돈,4개월,1
34164,육아휴직시,자료,1
34165,자료,4개월,1
34166,연차,소득,1
34167,문의,자녀,1
34168,소득,궁금한,1
34169,사업자,2022년,1
34170,사업자,연말정산,1
34171,사업자,금액,1
34172,2년,금액,1
34173,임신중,나라,1
34174,임신중,이직,1
34175,임신중,연차사용,1
34176,임신중,계약직,1
34177,임신중,산전휴가,1
34178,임신중,육아휴직후,1
34179,연장,육아휴직급여,1
34180,연장,산전휴가,1
34181,나라,이직,2
34182,나라,연차사용,1
34183,나라,계약직,1
34184,나라,5개월,1
34185,나라,육아휴직후,2
34186,이직,기본급,1
34187,이직,연차사용,1
34188,이직,계약직,2
34189,이직,산전휴가,1
34190,둘째,기본급,1
34191,둘째,산전휴가,1
34192,기본급,계약직,1
34193,기본급,첫째,1
34194,기본급,산전휴가,1
34195,기본급,5개월,1
34196,급여,산전휴가,1
34197,육아휴직급여,산전휴가,1
34198,육아휴직급여,육아휴직후,2
34199,연차사용,계약직,1
34200,연차사용,산전휴가,1
34201,연차사용,5개월,1
34202,연차사용,육아휴직후,1
34203,계약직,첫째,2
34204,계약직,산전휴가,1
34205,계약직,5개월,1
34206,산전휴가,육아휴직후,1
34207,5개월,육아휴직후,1
34208,휴직중,부탁,1
34209,휴직중,고용보험,2
34210,휴직중,정보,2
34211,부탁,정보,1
34212,소급적용,출산예정일,1
34213,소급적용,중순,1
34214,소급적용,22년,2
34215,소급적용,연봉,1
34216,출산예정일,작년,1
34217,중순,작년,1
34218,처리,육휴급여,2
34219,처리,시행,1
34220,처리,어플,1
34221,연장,육휴급여,1
34222,연장,유예,1
34223,연장,퇴사처리,1
34224,연장,자동,1
34225,연장,어플,1
34226,제출,유예,1
34227,제출,퇴사처리,1
34228,제출,시행,1
34229,육휴급여,이직,1
34230,육휴급여,유예,1
34231,육휴급여,필요,1
34232,육휴급여,시행,1
34233,육휴급여,자동,1
34234,육휴급여,어플,1
34235,이직,1개월,2
34236,이직,시행,1
34237,이직,어플,1
34238,서류,시행,1
34239,퇴사,시행,2
34240,퇴사,자동,1
34241,퇴사,어플,1
34242,유예,퇴사처리,1
34243,유예,1개월,1
34244,유예,시행,1
34245,유예,어플,1
34246,퇴사처리,1개월,1
34247,퇴사처리,시행,1
34248,퇴사처리,자동,1
34249,퇴사처리,어플,1
34250,필요,시행,1
34251,시행,자동,1
34252,시행,어플,1
34253,작년,휴직기간,1
34254,건강보험료,답변,1
34255,육아휴직수당,사업자,1
34256,입금,상관,1
34257,입금,사업자,1
34258,상관,사업자,1
34259,육아휴직중,사업자,2
34260,어린이집,사용가능,2
34261,어린이집,나라,1
34262,사용가능,나라,1
34263,사용가능,초산,1
34264,사용가능,나중,1
34265,사용가능,맘,1
34266,나라,초산,1
34267,이직,초산,1
34268,이직,제,1
34269,초산,제,1
34270,문의,이직,1
34271,문의,조건,1
34272,문의,사업주,2
34273,이직,사업주,1
34274,조건,사업주,1
34275,조건,1개월,1
34276,사업주,고용노동부,1
34277,연말정산,육휴중,1
34278,사업주,산후,1
34279,사업주,종료,1
34280,퇴사,다음,2
34281,실업급여,다음,1
34282,산후,마음,1
34283,산후,이유,1
34284,산후,권고사직,1
34285,산후,다음,1
34286,마음,권고사직,2
34287,마음,다음,2
34288,이유,다음,1
34289,종료,다음,1
34290,권고사직,다음,2
34291,최대,복귀,2
34292,검색,문의,3
34293,검색,전화,2
34294,검색,상관,2
34295,검색,사유,2
34296,검색,실업급여,2
34297,검색,제,1
34298,검색,돈,1
34299,검색,어린이집,2
34300,검색,담당자,2
34301,제출,제도,1
34302,제출,초,1
34303,제출,제,2
34304,문의,상관,2
34305,문의,임산부,1
34306,문의,제도,1
34307,문의,사유,2
34308,문의,제,1
34309,서류,제도,1
34310,서류,제,2
34311,서류,경우,2
34312,전화,상관,2
34313,전화,나중,4
34314,전화,제,1
34315,상관,임산부,1
34316,상관,제도,1
34317,상관,인터넷,1
34318,상관,사유,1
34319,상관,제,1
34320,상관,어린이집,2
34321,상관,사후지급금,4
34322,임산부,사유,1
34323,임산부,제,3
34324,임산부,아이,2
34325,임산부,사후지급금,1
34326,임산부,고용센터,1
34327,처음,제도,1
34328,처음,제,1
34329,고용보험,제도,2
34330,고용보험,사유,1
34331,고용보험,초,1
34332,고용보험,제,3
34333,제도,인터넷,1
34334,제도,실업급여,2
34335,제도,담당자,1
34336,제도,사후지급금,1
34337,제도,고용센터,1
34338,인터넷,퇴사,2
34339,인터넷,사유,2
34340,인터넷,나중,1
34341,인터넷,제,2
34342,인터넷,경우,2
34343,인터넷,아이,1
34344,인터넷,담당자,1
34345,퇴사,담당자,3
34346,지급,사유,2
34347,사유,이후,1
34348,사유,초,1
34349,사유,제,1
34350,사유,경우,1
34351,사유,돈,2
34352,사유,급여,2
34353,사유,고용센터,1
34354,뭐,제,1
34355,실업급여,담당자,3
34356,나중,담당자,2
34357,나중,고용센터,1
34358,말씀,초,1
34359,말씀,제,1
34360,초,고용센터,1
34361,제,담당자,2
34362,제,고용센터,1
34363,경우,고용센터,2
34364,돈,담당자,2
34365,돈,사후지급금,4
34366,돈,고용센터,2
34367,담당자,고용센터,1
34368,공무원,무급휴직,2
34369,무급휴직,월급,2
34370,무급휴직,기간동안,1
34371,무급휴직,몇개월,1
34372,기간동안,유급,1
34373,기간동안,몇개월,1
34374,유급,몇개월,1
34375,육아휴직수당,육아휴직급여,2
34376,육아휴직수당,기간동안,1
34377,육아휴직급여,기간동안,2
34378,출퇴근,비슷,1
34379,출퇴근,이유,2
34380,33,육아휴직중,2
34381,출산전후휴가,28일,1
34382,출산전후휴가,어플,1
34383,28일,월급,3
34384,28일,처음,1
34385,28일,어플,1
34386,28일,뭐,1
34387,월급,어플,1
34388,시작일,6개월,1
34389,시작일,복직후,1
34390,시작일,28일,1
34391,시작일,선택,1
34392,시작일,입금,1
34393,31일,육휴급여,2
34394,31일,복직후,1
34395,육휴급여,28일,1
34396,육휴급여,주말,1
34397,육휴급여,월요일,1
34398,복직후,28일,1
34399,복직후,주말,1
34400,복직후,월요일,1
34401,28일,선택,1
34402,28일,월요일,1
34403,28일,입금,1
34404,주말,12개월,1
34405,주말,입금,1
34406,선택,월요일,1
34407,선택,입금,1
34408,월요일,입금,1
34409,33,걱정,2
34410,33,얼마,1
34411,33,부모급여,1
34412,아이,얼마,1
34413,아이,부모급여,2
34414,제도,얼마,1
34415,나라,걱정,1
34416,나라,얼마,1
34417,나라,부모급여,1
34418,걱정,부모급여,1
34419,얼마,예정,3
34420,얼마,궁금한,1
34421,예정,부모급여,4
34422,가능,부모급여,3
34423,궁금한,부모급여,1
34424,임신,부모급여,1
34425,최대,부모급여,1
34426,중순,납부,1
34427,중순,적용,1
34428,납부,적용,1
34429,육아휴직하,금액,2
34430,2년,나라,3
34431,조건,1년6개월,1
34432,조건,맞벌이,1
34433,조건,부모,1
34434,조건,부부,1
34435,유급,며칠,1
34436,2023년,기존,2
34437,2023년,맞벌이,1
34438,아래,정산,1
34439,아래,건강보험료,1
34440,아래,입금,2
34441,서류,연차수당,1
34442,서류,건강보험료,1
34443,퇴사,건강보험료,1
34444,퇴사,납부,1
34445,퇴사,입금,2
34446,연차수당,건강보험료,1
34447,연차수당,납부,1
34448,정산,내용,1
34449,건강보험료,퇴직금,1
34450,건강보험료,입금,1
34451,납부,내용,1
34452,납부,퇴직금,1
34453,납부,입금,1
34454,내용,입금,1
34455,퇴직금,입금,1
34456,처리,결재,2
34457,처리,연가,1
34458,처리,출하,1
34459,연장,연가,1
34460,연장,출하,2
34461,제출,연가,1
34462,결재,연가,1
34463,결재,출하,1
34464,연가,출하,1
34465,복직한지,육휴급여,1
34466,부탁,사업자,1
34467,육아휴직기간,제,3
34468,포함,정보,2
34469,포함,급여신청,1
34470,포함,출산휴가3개월,1
34471,4대보험,정보,1
34472,4대보험,지원,1
34473,4대보험,출산휴가3개월,1
34474,정보,급여신청,1
34475,정보,고용노동부,1
34476,정보,금액,1
34477,지원,급여신청,1
34478,지원,출산휴가3개월,1
34479,지급,출산휴가3개월,2
34480,급여신청,출산휴가3개월,1
34481,급여신청,말,2
34482,아이,복직후,1
34483,복직후,댓글,1
34484,조건,이전,2
34485,조건,시작,3
34486,돈,이사,1
34487,거부,나중,1
34488,거부,이사,1
34489,나중,이사,1
34490,이사,부분,1
34491,복직후,마음,1
34492,복직후,출퇴근,1
34493,육아휴직중,출퇴근,1
34494,육아휴직수당,소득,1
34495,처리,계신가요,1
34496,경우,만약,1
34497,글,소급적용,2
34498,시,소급적용,1
34499,검색,소급적용,1
34500,검색,기존,1
34501,검색,조언,1
34502,소급적용,인터넷,1
34503,소급적용,2023년,2
34504,소급적용,전화,2
34505,소급적용,기존,1
34506,소급적용,2년,1
34507,소급적용,고용노동부,3
34508,소급적용,조언,1
34509,경우,시행,1
34510,인터넷,2023년,1
34511,인터넷,기존,1
34512,인터넷,2년,1
34513,단축근무,2023년,1
34514,단축근무,전화,1
34515,단축근무,기존,1
34516,단축근무,시행,1
34517,2023년,시행,2
34518,전화,기존,1
34519,전화,시행,1
34520,급여,시행,3
34521,시행,계획,2
34522,돈,조기복직,1
34523,나중,시행,1
34524,유급,시행,3
34525,육아휴직하,고용노동부,1
34526,육아휴직하,이후,1
34527,육아휴직하,육아휴직수당,1
34528,시작일,11개월,1
34529,33,11개월,1
34530,육아휴직때,예정,2
34531,문의,기본급,1
34532,문의,22년,1
34533,기본급,답변,2
34534,기본급,22년,1
34535,기본급,21년,1
34536,기본급,복귀,1
34537,180일,사업장,1
34538,정보,중순,1
34539,정보,사업장,1
34540,기준,사업장,1
34541,22년,사업장,1
34542,소급적용,뭐,1
34543,23년,사업자,1
34544,어린이집,사업자,1
34545,어린이집,이해,1
34546,지금,사업자,1
34547,지금,이해,1
34548,아기,사업자,1
34549,사업자,기간,1
34550,사업자,이사,1
34551,사업자,이해,1
34552,사업자,적응,1
34553,사업자,계획,1
34554,기간,이사,1
34555,이사,이해,2
34556,이사,계획,1
34557,이해,적응,2
34558,비슷,2년,3
34559,비슷,방법,1
34560,육아휴직중,계획,1
34561,작성,휴직중,1
34562,휴직중,출산전후휴가,1
34563,휴직중,신청서,1
34564,휴직중,얘기,1
34565,선물,부부,1
34566,사람,2개월,1
34567,사람,365일,1
34568,지금,계산,2
34569,지금,문의,1
34570,지금,어디,1
34571,쌍둥이,시간,1
34572,쌍둥이,어디,1
34573,시간,2개월,1
34574,시간,어디,1
34575,시간,365일,1
34576,시간,12개월,1
34577,어디,365일,1
34578,어디,12개월,1
34579,33,복직예정,1
34580,복직예정,답변,1
34581,신청해,서류,2
34582,신청해,지급,1
34583,신청해,필요,1
34584,시간,아빠,3
34585,아래,준비,1
34586,아래,권고사직,1
34587,말씀,부탁,1
34588,경험,권고사직,1
34589,부탁,권고사직,1
34590,부탁,도움,2
34591,33,신청시,1
34592,33,고용보험,5
34593,신청시,2달,1
34594,신청시,공무원,1
34595,신청시,육아휴직시,1
34596,신청시,200만원,1
34597,2달,공무원,1
34598,2달,육아휴직시,1
34599,돈,종료,1
34600,지금,육아휴직때,1
34601,지금,사유,1
34602,지금,첫달,1
34603,처리,사유,1
34604,둘째,첫달,1
34605,한번,육아휴직때,2
34606,전화,육아휴직때,1
34607,전화,종료,1
34608,전화,첫달,1
34609,출산휴가육아휴직,육아휴직때,1
34610,출산휴가육아휴직,사유,1
34611,육아휴직때,종료,1
34612,육아휴직때,사유,1
34613,육아휴직때,첫달,1
34614,생각,첫달,2
34615,종료,사유,1
34616,사유,첫째,1
34617,사유,첫달,1
34618,첫째,첫달,1
34619,정부,확정,2
34620,정부,2023년,1
34621,기간,부모급여,1
34622,1년6개월,부모급여,2
34623,연장,부모급여,1
34624,확정,부모급여,4
34625,33,퇴직,1
34626,2023년,퇴직,2
34627,신랑,퇴직,1
34628,제,퇴직,1
34629,90,현재,1
34630,고용보험,처리,1
34631,육아휴직중,제외,2
34632,날짜,가능한가요,1
34633,23년,가능한가요,1
34634,시,가능한가요,1
34635,진행,산후,2
34636,진행,가능한가요,1
34637,계산,가능한가요,1
34638,기간,가능한가요,1
34639,22년,가능한가요,1
34640,가능한가요,30일,1
34641,적용,시작일,2
34642,적용,자료,1
34643,시작일,자료,1
34644,33,자료,1
34645,자료,부분,1
34646,글,다음,2
34647,돈,전환,1
34648,돈,직원,3
34649,2개월,직원,2
34650,다음,사후지급금,1
34651,다음,제,1
34652,다음,궁금한,1
34653,다음,전환,1
34654,다음,직원,1
34655,사후지급금,전환,1
34656,생각,제,1
34657,제,권고사직,1
34658,제,전환,2
34659,제,직원,1
34660,궁금한,전환,1
34661,궁금한,경우,1
34662,퇴직금,전환,1
34663,권고사직,전환,1
34664,전환,직원,1
34665,단위,만약,1
34666,포함해서,16일,1
34667,포함해서,시,1
34668,포함해서,만약,1
34669,16일,만약,1
34670,시,만약,1
34671,시작,만약,1
34672,휴가,출산휴가3개월,1
34673,출산휴가3개월,권고사직,1
34674,출하,사업주,1
34675,출하,출산휴가급여,1
34676,출하,말,1
34677,임신중,진행,2
34678,진행,출산휴가급여,1
34679,출산휴가급여,말,1
34680,육아휴직신청서,사업자,1
34681,육아휴직신청서,이후,2
34682,육아휴직신청서,직원,1
34683,사업자,이후,1
34684,사업자,직원,1
34685,문제,육아휴직수당,2
34686,문제,부모급여,1
34687,육아휴직수당,2023년,1
34688,육아휴직수당,부모급여,2
34689,신청해,자녀,1
34690,신청해,육휴급여,1
34691,자녀,육휴급여,1
34692,얼마,공무원,1
34693,출산후,신청해서,1
34694,신청해서,나머지,2
34695,언제,어플,1
34696,중간,조건,1
34697,중간,21년,1
34698,조건,3년,1
34699,조건,스트레스,1
34700,조건,병원,2
34701,스트레스,21년,2
34702,병원,육아휴직중,3
34703,병원,21년,1
34704,나머지,전환,2
34705,단축근무,전환,2
34706,33,인터넷,2
34707,인터넷,궁금한,2
34708,집,뒤,1
34709,시간,선택,2
34710,육아휴직때,기본급,1
34711,해당,휴직중,2
34712,휴직중,33,1
34713,임신중,담당자,2
34714,임신중,권고사직,2
34715,임신중,출휴,2
34716,연차,답답,1
34717,발생,답답,1
34718,답답,종료,1
34719,답답,권고사직,1
34720,답답,출휴,2
34721,담당자,복귀,2
34722,담당자,권고사직,1
34723,담당자,퇴직금,1
34724,임산부,복귀,1
34725,산전휴가,문의,1
34726,90,신청시,1
34727,90,진행,1
34728,90,육아휴직신청서,1
34729,90,둘째,4
34730,90,법,1
34731,90,신청해서,1
34732,신청시,진행,1
34733,신청시,육아휴직신청서,1
34734,신청시,문제,1
34735,신청시,육아휴직수당,1
34736,신청시,내년,2
34737,신청시,산후육아휴직,1
34738,신청시,법,1
34739,신청시,신청해서,1
34740,신청시,뭐,1
34741,질문,육아휴직신청서,1
34742,진행,육아휴직신청서,1
34743,진행,둘째,1
34744,진행,육아휴직수당,1
34745,진행,첫째,1
34746,진행,신청해서,1
34747,육아휴직신청서,문제,1
34748,육아휴직신청서,둘째,2
34749,육아휴직신청서,육아휴직수당,1
34750,육아휴직신청서,산후,1
34751,육아휴직신청서,답변,1
34752,육아휴직신청서,내년,1
34753,육아휴직신청서,산전육아휴직,1
34754,육아휴직신청서,산후육아휴직,1
34755,육아휴직신청서,법,1
34756,육아휴직신청서,첫째,1
34757,육아휴직신청서,신청해서,1
34758,제출,육아휴직수당,1
34759,문제,신청해서,1
34760,둘째,산후육아휴직,1
34761,육아휴직수당,산후,1
34762,육아휴직수당,가능,3
34763,육아휴직수당,산후육아휴직,1
34764,육아휴직수당,신청해서,1
34765,육아휴직수당,확인,1
34766,산후,첫째,1
34767,산후,신청해서,1
34768,내년,산후육아휴직,1
34769,산후육아휴직,첫째,1
34770,산후육아휴직,뭐,1
34771,법,신청해서,1
34772,신청해서,말,1
34773,신청해서,뭐,1
34774,둘째,사용시,2
34775,지원,사용시,1
34776,사용시,1년6개월,1
34777,사용시,첫째,2
34778,1년6개월,육아휴직급여,1
34779,1년6개월,방법,2
34780,소급적용,9개월,1
34781,소급적용,계신가요,1
34782,9개월,확정,1
34783,확정,계신가요,1
34784,사정,이사,1
34785,사정,금액,1
34786,이사,금액,1
34787,사업장,며칠,1
34788,사람,9개월,2
34789,사람,이사,1
34790,사람,마지막,1
34791,집,사업장,1
34792,그것,9개월,1
34793,그것,이사,1
34794,그것,직원,1
34795,그것,마지막,1
34796,사업장,남편,2
34797,상태,이해,1
34798,9개월,이전,2
34799,9개월,이해,1
34800,이사,직원,1
34801,이사,마지막,1
34802,이전,마지막,1
34803,이전,이해,1
34804,단축근무,마지막,2
34805,마지막,이해,1
34806,고용노동부,이전,5
34807,고용노동부,이사,1
34808,신청해,이전,1
34809,신청해,이사,2
34810,서류,이사,1
34811,이전,육아휴직중,2
34812,걱정,조건,1
34813,걱정,45일,1
34814,출산예정일,어디,2
34815,조건,45일,2
34816,나중,45일,2
34817,문제,1년6개월,1
34818,직장,자동,1
34819,사업주,자동,1
34820,한번,자동,1
34821,글,선택,1
34822,임신중,어디,1
34823,임신중,이유,1
34824,임신중,선택,1
34825,임신중,초등학교,1
34826,고용보험,자녀,2
34827,전화,선택,1
34828,전화,초등학교,3
34829,담당자,선택,1
34830,어디,자녀,2
34831,이유,자녀,1
34832,선택,자녀,1
34833,선택,초등학교,1
34834,2023년,초산,1
34835,2023년,중순,1
34836,2023년,하루,1
34837,발생,초산,1
34838,발생,이상,1
34839,출산휴가90,중순,2
34840,출산휴가90,하루,1
34841,초산,하루,1
34842,초산,가정,1
34843,중순,가정,1
34844,출산예정,하루,1
34845,출산휴가급여,다음,1
34846,등록,다음,1
34847,종료,두번,1
34848,두번,신청서,2
34849,육아휴직신청서,그것,1
34850,육아휴직신청서,한달,2
34851,육아휴직신청서,다음달,1
34852,그것,고용센터,1
34853,그것,다음달,1
34854,이해,다음달,1
34855,고용센터,다음달,1
34856,고용센터,시작,1
34857,휴가,다음달,1
34858,21년,출근,1
34859,21년,휴직중,1
34860,출근,연차수당,2
34861,글,휴직중,1
34862,서류,날짜계산,2
34863,산후,10개월,1
34864,정산,부분,3
34865,사정,수당,1
34866,사업장,수당,1
34867,전화,하루,4
34868,전화,이전,1
34869,엄마,고용노동부,3
34870,엄마,자녀,4
34871,어디,이전,1
34872,하루,고용노동부,4
34873,중간,인사팀,1
34874,어린이집,1달,1
34875,집,2023년,1
34876,집,말씀,1
34877,집,1달,1
34878,집,유급,2
34879,2023년,3년,1
34880,3년,1달,1
34881,고민,1달,2
34882,2개월,엄마,1
34883,2개월,1달,1
34884,2개월,필요,1
34885,2개월,유급,1
34886,2개월,도움,2
34887,마음,1달,1
34888,엄마,1달,1
34889,1달,2년,1
34890,1달,유급,1
34891,1달,조언,2
34892,유급,조언,1
34893,유급,도움,1
34894,아이,부탁,2
34895,어린이집,계신가요,1
34896,아기,부탁,1
34897,계신가요,남편,4
34898,계신가요,엄마,1
34899,계신가요,주변,1
34900,계신가요,부탁,1
34901,계신가요,가정,1
34902,계신가요,아빠,1
34903,계신가요,초등학교,1
34904,나중,부탁,2
34905,주변,부탁,2
34906,부탁,가정,1
34907,부탁,초등학교,2
34908,가정,아빠,3
34909,아빠,근무,2
34910,입금,2024년,1
34911,입금,2023년,1
34912,입금,15개,1
34913,입금,초,1
34914,2024년,육아휴직중,1
34915,연차사용,육아휴직중,1
34916,해당,5개월,1
34917,아이,전환,1
34918,시,제,3
34919,제출,엄마,1
34920,제출,전환,3
34921,서류,엄마,2
34922,담당자,엄마,2
34923,담당자,전환,1
34924,엄마,전환,2
34925,제,필요,1
34926,아빠,전환,2
34927,처리,나중,1
34928,처리,초등학교,1
34929,어디,조기복직,1
34930,문의,조기복직,1
34931,연말정산,퇴직금,1
34932,정산,필요,1
34933,필요,퇴직금,1
34934,23년,출하,2
34935,제출,28일,1
34936,둘째,마지막,1
34937,둘째,출하,2
34938,28일,서류,1
34939,28일,마지막,1
34940,28일,출하,1
34941,올해,출하,1
34942,마지막,출하,1
34943,마지막,첫째,1
34944,가능,출하,1
34945,시작일,고용노동부,1
34946,포함,처리,1
34947,문의,하루,1
34948,발생,맞벌이,1
34949,맞벌이,연말,1
34950,맞벌이,소득,1
34951,정산,소득,1
34952,연말,소득,1
34953,90일,조기복직,1
34954,한달,신청해서,2
34955,신청해서,조기복직,1
34956,검색,이직,1
34957,검색,육아휴직수당,2
34958,검색,가능한가요,1
34959,검색,금액,2
34960,검색,만약,1
34961,아기,가능한가요,2
34962,이직,육아휴직수당,1
34963,이직,가능한가요,1
34964,이직,만약,1
34965,육아휴직수당,가능한가요,1
34966,육아휴직수당,만약,1
34967,수당,실업급여,1
34968,수당,가능한가요,1
34969,내년,가능한가요,1
34970,가능한가요,만약,1
34971,33,필요,1
34972,기본급,맞벌이,1
34973,기본급,필요,1
34974,맞벌이,육아휴직급여,1
34975,맞벌이,월급,1
34976,맞벌이,아빠,1
34977,신청시,조건,1
34978,신청시,상관,1
34979,신청시,12개월,1
34980,신청시,잘아시는분,1
34981,조건,12개월,1
34982,조건,잘아시는분,1
34983,이전,잘아시는분,3
34984,내년,연차사용,2
34985,주변,연차사용,1
34986,한번,대체인력,1
34987,기존,두번,1
34988,기존,대체인력,1
34989,임산부,대체인력,1
34990,두번,대체인력,1
34991,산후도우미,마음,1
34992,돈,계약직,1
34993,나머지,몇개월,2
34994,직장,2022년,2
34995,연장,직원,2
34996,31일,아기,1
34997,31일,복직예정,1
34998,2022년,복직예정,1
34999,2022년,아가,1
35000,2022년,계약직,1
35001,2022년,자리,1
35002,2022년,몇개월,1
35003,복직예정,2개월,1
35004,복직예정,아가,2
35005,복직예정,몇개월,2
35006,2개월,아가,1
35007,2개월,계약직,1
35008,주말,직원,1
35009,주말,계약직,1
35010,주말,퇴직금,1
35011,직원,아가,1
35012,직원,몇개월,1
35013,월급,계약직,1
35014,계약직,몇개월,2
35015,휴직중,입사,1
35016,휴직중,계신가요,1
35017,상여금,입사,1
35018,상여금,계신가요,1
35019,육아휴직중,인사팀,3
35020,입사,계신가요,1
35021,입사,인사팀,2
35022,계신가요,인사팀,2
35023,다음달,복귀,1
35024,시간,계신가요,1
35025,공휴일,계산법,1
35026,포함해서,계산법,1
35027,주말,계산법,1
35028,계산법,근무,2
35029,33,출휴,1
35030,육아휴직하,복직후,1
35031,육아휴직하,첫달,1
35032,육아휴직하,한번,1
35033,4대보험,첫달,1
35034,질문,2주,1
35035,고용보험,2주,1
35036,고용보험,경험,1
35037,24년,200만원,1
35038,24년,경험,1
35039,24년,출산휴가급여,1
35040,24년,월급,1
35041,28일,200만원,1
35042,28일,2주,1
35043,28일,경험,1
35044,28일,내용,2
35045,아래,출산휴가급여,1
35046,아래,월급,1
35047,200만원,경험,1
35048,한번,경험,1
35049,2주,출산휴가급여,1
35050,2주,내용,1
35051,출산휴가급여,내용,1
35052,사유,정산,1
35053,사유,건보료,1
35054,정산,본인,1
35055,포함해서,출산예정,1
35056,포함해서,연차소진,1
35057,발생,4개월,1
35058,2022년,4개월,1
35059,2022년,다음달,1
35060,다음달,임신,1
35061,1년,복직한지,1
35062,사정,얘기,1
35063,사정,법,2
35064,집,복직한지,1
35065,복직한지,얘기,1
35066,복직한지,법,1
35067,사람,부모급여,2
35068,육아휴직급여,시행,2
35069,생각,부모급여,3
35070,적용,부모급여,2
35071,내용,시행,3
35072,해당,시행,3
35073,해당,부모급여,1
35074,시행,부모급여,2
35075,33,출산휴가3개월,1
35076,인터넷,출산예정,2
35077,인터넷,고민,1
35078,인터넷,12개월,1
35079,남편,출산휴가3개월,2
35080,출산예정,제,1
35081,출산예정,출산휴가3개월,1
35082,1개월,제,1
35083,1개월,출산휴가3개월,1
35084,제,출산휴가3개월,1
35085,제,이전,2
35086,제,도움,2
35087,출산휴가3개월,이전,1
35088,조기복직,출산후,2
35089,조기복직,육아휴직중,2
35090,출근,적용,1
35091,정부,시작,1
35092,정부,네이버,1
35093,시작,부모급여,1
35094,네이버,육아휴직급여,2
35095,네이버,주변,1
35096,네이버,필요,1
35097,네이버,부모급여,1
35098,부모,경력,1
35099,부모,휴직기간,2
35100,경력,휴직기간,2
35101,산전육휴,2년,1
35102,산전육휴,무급휴직,1
35103,산전육휴,기여금,1
35104,산전육휴,제,1
35105,유예,2년,1
35106,유예,무급휴직,1
35107,유예,1년,1
35108,유예,제,1
35109,유예,상태,1
35110,2년,건보료,1
35111,2년,기여금,1
35112,무급휴직,건보료,1
35113,무급휴직,기여금,1
35114,무급휴직,제,1
35115,1년,건보료,2
35116,1년,기여금,2
35117,건보료,제,1
35118,건보료,상태,1
35119,월급,기여금,2
35120,월급,제,1
35121,기여금,제,1
35122,기여금,상태,1
35123,원장님,대체인력,1
35124,원장님,맘,2
35125,처리,대체인력,1
35126,육아휴직시,부모급여,1
35127,서류,복직한지,2
35128,사업장,복직한지,1
35129,복직한지,뭐,1
35130,확정,맞벌이,1
35131,확정,필요,1
35132,고민,부모급여,1
35133,맞벌이,부모급여,1
35134,4대보험,통상임금,1
35135,현재,통상임금,1
35136,입사,통상임금,1
35137,돈,날짜,1
35138,둘째,어플,1
35139,아래,어플,1
35140,이해,어플,1
35141,33,자리,1
35142,육아휴직중,제,1
35143,육아휴직중,자리,2
35144,제,자리,1
35145,포함,답답,2
35146,포함,기간동안,1
35147,문의,답답,1
35148,문의,기간동안,1
35149,달,3년,1
35150,달,소득,1
35151,둘째,답답,1
35152,답답,3년,3
35153,답답,기간동안,1
35154,답답,소득,1
35155,3년,기간동안,1
